solver_name,sampler_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
OpenJij,N/A,6,0,6,exact,24,24,11.0,11,8,True,0.5516459941864014
OpenJij,N/A,6,1,7,exact,26,26,16.0,16,9,True,0.5485165119171143
OpenJij,N/A,6,2,7,exact,26,26,15.0,15,11,True,0.5319859981536865
OpenJij,N/A,6,3,7,exact,26,26,14.0,14,11,True,0.5120201110839844
OpenJij,N/A,6,4,6,exact,24,24,12.0,12,7,True,0.5861911773681641
OpenJij,N/A,6,5,8,exact,28,28,42.0,,13,False,0.5804686546325684
OpenJij,N/A,6,6,7,exact,26,26,13.0,13,10,True,0.655980110168457
OpenJij,N/A,6,7,8,exact,28,28,18.0,18,11,True,0.6793637275695801
OpenJij,N/A,6,8,9,exact,30,30,22.0,22,16,True,0.5473012924194336
OpenJij,N/A,6,9,10,exact,32,32,21.0,21,18,True,0.534857988357544
OpenJij,N/A,6,10,7,exact,26,26,12.0,12,10,True,0.5176899433135986
OpenJij,N/A,6,11,8,exact,28,28,14.0,14,12,True,0.5179970264434814
OpenJij,N/A,6,12,6,exact,24,24,9.0,9,9,True,0.5025856494903564
OpenJij,N/A,6,13,6,exact,24,24,12.0,12,9,True,0.5255546569824219
OpenJij,N/A,6,14,8,exact,28,28,14.0,14,15,True,0.5584752559661865
OpenJij,N/A,6,15,9,exact,30,30,17.0,17,15,True,0.7055094242095947
OpenJij,N/A,6,16,5,exact,21,21,9.0,9,6,True,0.5611763000488281
OpenJij,N/A,6,17,8,exact,28,28,18.0,18,14,True,0.5277957916259766
OpenJij,N/A,6,18,7,exact,26,26,11.0,11,11,True,0.5171666145324707
OpenJij,N/A,6,19,6,exact,24,24,10.0,10,8,True,0.5229012966156006
OpenJij,N/A,6,20,9,exact,30,30,20.0,20,13,True,0.5043835639953613
OpenJij,N/A,6,21,9,exact,30,30,19.0,19,17,True,0.5197556018829346
OpenJij,N/A,6,22,6,exact,24,24,15.0,15,7,True,0.5432233810424805
OpenJij,N/A,6,23,11,exact,33,33,55.0,,21,False,0.6695291996002197
OpenJij,N/A,6,24,9,exact,30,30,73.0,,15,False,0.5370485782623291
OpenJij,N/A,6,25,10,exact,32,32,22.0,22,17,True,0.5521507263183594
OpenJij,N/A,6,26,9,exact,30,30,47.0,,15,False,0.49831676483154297
OpenJij,N/A,6,27,6,exact,24,24,12.0,12,8,True,0.5248715877532959
OpenJij,N/A,6,28,7,exact,26,26,15.0,15,10,True,0.5199604034423828
OpenJij,N/A,6,29,9,exact,30,30,18.0,18,16,True,0.509857177734375
OpenJij,N/A,6,30,8,exact,28,28,15.0,15,13,True,0.4961128234863281
OpenJij,N/A,6,31,6,exact,24,24,11.0,11,8,True,0.508674144744873
OpenJij,N/A,6,32,6,exact,24,24,13.0,13,8,True,0.5290212631225586
OpenJij,N/A,6,33,5,exact,21,21,10.0,10,6,True,0.5681312084197998
OpenJij,N/A,6,34,9,exact,30,30,18.0,18,16,True,0.8371317386627197
OpenJij,N/A,6,35,7,exact,26,26,14.0,14,11,True,0.527376651763916
OpenJij,N/A,6,36,10,exact,32,32,54.0,,19,False,0.513251543045044
OpenJij,N/A,6,37,10,exact,32,32,24.0,24,19,True,0.518897294998169
OpenJij,N/A,6,38,5,exact,21,21,8.0,8,5,True,0.5198554992675781
OpenJij,N/A,6,39,7,exact,26,26,15.0,15,13,True,0.5195691585540771
OpenJij,N/A,6,40,7,exact,26,26,13.0,13,12,True,0.5166394710540771
OpenJij,N/A,6,41,8,exact,28,28,41.0,,15,False,0.5021090507507324
OpenJij,N/A,6,42,8,exact,28,28,14.0,14,13,True,0.501107931137085
OpenJij,N/A,6,43,10,exact,32,32,18.0,18,16,True,0.5219650268554688
OpenJij,N/A,6,44,8,exact,28,28,15.0,15,11,True,0.499255895614624
OpenJij,N/A,6,45,10,exact,32,32,48.0,,19,False,0.5212993621826172
OpenJij,N/A,6,46,8,exact,28,28,15.0,15,14,True,0.5254242420196533
OpenJij,N/A,6,47,10,exact,32,32,20.0,20,18,True,0.5095877647399902
OpenJij,N/A,6,48,10,exact,32,32,21.0,21,19,True,0.5030617713928223
OpenJij,N/A,6,49,7,exact,26,26,11.0,11,9,True,0.5283927917480469
QWaveSampler_path,path,6,0,6,exact,24,24,8.0,8,8,True,1.18137526512146
QWaveSampler_path,path,6,1,7,exact,26,26,9.0,9,9,True,1.1113436222076416
QWaveSampler_path,path,6,2,7,exact,26,26,11.0,11,11,True,1.103374719619751
QWaveSampler_path,path,6,3,7,exact,26,26,11.0,11,11,True,1.105804681777954
QWaveSampler_path,path,6,4,6,exact,24,24,7.0,7,7,True,1.1015629768371582
QWaveSampler_path,path,6,5,8,exact,28,28,13.0,13,13,True,1.1034228801727295
QWaveSampler_path,path,6,6,7,exact,26,26,10.0,10,10,True,1.1070518493652344
QWaveSampler_path,path,6,7,8,exact,28,28,11.0,11,11,True,1.1058998107910156
QWaveSampler_path,path,6,8,9,exact,30,30,16.0,16,16,True,1.104781150817871
QWaveSampler_path,path,6,9,10,exact,32,32,18.0,18,18,True,1.1035819053649902
QWaveSampler_path,path,6,10,7,exact,26,26,10.0,10,10,True,1.1083018779754639
QWaveSampler_path,path,6,11,8,exact,28,28,13.0,13,12,True,1.1065750122070312
QWaveSampler_path,path,6,12,6,exact,24,24,9.0,9,9,True,1.1032378673553467
QWaveSampler_path,path,6,13,6,exact,24,24,9.0,9,9,True,1.1028435230255127
QWaveSampler_path,path,6,14,8,exact,28,28,13.0,13,15,True,1.1045398712158203
QWaveSampler_path,path,6,15,9,exact,30,30,15.0,15,15,True,1.105522871017456
QWaveSampler_path,path,6,16,5,exact,21,21,6.0,6,6,True,1.1087167263031006
QWaveSampler_path,path,6,17,8,exact,28,28,14.0,14,14,True,1.105668544769287
QWaveSampler_path,path,6,18,7,exact,26,26,11.0,11,11,True,1.1114346981048584
QWaveSampler_path,path,6,19,6,exact,24,24,8.0,8,8,True,1.1084463596343994
