n,m,graph_id,solver,feasible,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds
5,5,0,PathIntegralAnnealingSampler,True,6.8,6.0,1.1333333333333333,0.296,5
5,5,0,RandomSampler,False,,6.0,,0.002,5
5,5,1,PathIntegralAnnealingSampler,True,6.0,6.0,1.0,0.293,5
5,5,1,RandomSampler,False,,6.0,,0.0,5
5,4,2,PathIntegralAnnealingSampler,True,4.0,4.0,1.0,0.316,5
5,4,2,RandomSampler,False,,4.0,,0.0,5
5,7,3,PathIntegralAnnealingSampler,True,10.2,10.0,1.02,0.299,5
5,7,3,RandomSampler,False,,10.0,,0.0,5
5,5,4,PathIntegralAnnealingSampler,True,7.0,6.0,1.1666666666666667,0.296,5
5,5,4,RandomSampler,False,,6.0,,0.0,5
5,8,5,PathIntegralAnnealingSampler,True,14.0,13.0,1.0769230769230769,0.3,5
5,8,5,RandomSampler,False,,13.0,,0.0,5
5,4,6,PathIntegralAnnealingSampler,True,5.0,4.5,1.1111111111111112,0.295,5
5,4,6,RandomSampler,False,,4.5,,0.0,5
5,6,7,PathIntegralAnnealingSampler,True,10.2,9.0,1.1333333333333333,0.299,5
5,6,7,RandomSampler,False,,9.0,,0.0,5
5,6,8,PathIntegralAnnealingSampler,True,9.0,9.0,1.0,0.298,5
5,6,8,RandomSampler,False,,9.0,,0.0,5
5,6,9,PathIntegralAnnealingSampler,True,9.0,8.0,1.125,0.301,5
5,6,9,RandomSampler,False,,8.0,,0.0,5
5,5,10,PathIntegralAnnealingSampler,True,7.0,7.0,1.0,0.3,5
5,5,10,RandomSampler,False,,7.0,,0.0,5
5,6,11,PathIntegralAnnealingSampler,True,8.0,8.0,1.0,0.296,5
5,6,11,RandomSampler,False,,8.0,,0.0,5
5,7,12,PathIntegralAnnealingSampler,True,12.0,11.0,1.0909090909090908,0.302,5
5,7,12,RandomSampler,False,,11.0,,0.0,5
5,5,13,PathIntegralAnnealingSampler,True,8.0,8.0,1.0,0.299,5
5,5,13,RandomSampler,False,,8.0,,0.0,5
5,7,14,PathIntegralAnnealingSampler,True,11.0,10.0,1.1,0.298,5
5,7,14,RandomSampler,False,,10.0,,0.0,5
5,8,15,PathIntegralAnnealingSampler,True,13.0,13.0,1.0,0.299,5
5,8,15,RandomSampler,False,,13.0,,0.0,5
5,6,16,PathIntegralAnnealingSampler,True,8.0,8.0,1.0,0.298,5
5,6,16,RandomSampler,False,,8.0,,0.0,5
5,7,17,PathIntegralAnnealingSampler,True,12.0,10.0,1.2,0.295,5
5,7,17,RandomSampler,False,,10.0,,0.0,5
5,9,18,PathIntegralAnnealingSampler,True,16.0,16.0,1.0,0.297,5
5,9,18,RandomSampler,False,,16.0,,0.0,5
5,10,19,PathIntegralAnnealingSampler,True,20.0,20.0,1.0,0.296,5
5,10,19,RandomSampler,False,,20.0,,0.0,5
5,4,20,PathIntegralAnnealingSampler,True,6.0,5.0,1.2,0.297,5
5,4,20,RandomSampler,False,,5.0,,0.0,5
10,26,0,PathIntegralAnnealingSampler,True,67.4,54.0,1.2481481481481482,1.715,5
10,26,0,RandomSampler,False,,54.0,,0.0,5
10,27,1,PathIntegralAnnealingSampler,True,76.0,58.0,1.3103448275862069,1.727,5
10,27,1,RandomSampler,False,,58.0,,0.0,5
10,14,2,PathIntegralAnnealingSampler,True,23.4,21.0,1.1142857142857143,1.758,5
10,14,2,RandomSampler,False,,21.0,,0.0,5
10,20,3,PathIntegralAnnealingSampler,True,46.6,35.0,1.3314285714285714,1.741,5
10,20,3,RandomSampler,False,,35.0,,0.0,5
10,19,4,PathIntegralAnnealingSampler,True,45.0,33.0,1.3636363636363635,1.762,5
10,19,4,RandomSampler,False,,33.0,,0.0,5
10,23,5,PathIntegralAnnealingSampler,True,57.8,43.0,1.3441860465116278,1.746,5
10,23,5,RandomSampler,False,,43.0,,0.0,5
10,23,6,PathIntegralAnnealingSampler,True,53.6,43.0,1.2465116279069768,1.74,5
10,23,6,RandomSampler,False,,43.0,,0.0,5
10,21,7,PathIntegralAnnealingSampler,True,53.4,37.5,1.424,1.761,5
10,21,7,RandomSampler,False,,37.5,,0.0,5
10,22,8,PathIntegralAnnealingSampler,True,48.6,40.0,1.215,1.744,5
10,22,8,RandomSampler,False,,40.0,,0.0,5
10,25,9,PathIntegralAnnealingSampler,True,60.2,50.0,1.204,1.732,5
10,25,9,RandomSampler,False,,50.0,,0.0,5
10,21,10,PathIntegralAnnealingSampler,True,53.4,37.0,1.4432432432432432,1.722,5
10,21,10,RandomSampler,False,,37.0,,0.0,5
10,21,11,PathIntegralAnnealingSampler,True,51.4,37.0,1.3891891891891892,1.751,5
10,21,11,RandomSampler,False,,37.0,,0.0,5
10,19,12,PathIntegralAnnealingSampler,True,46.6,31.0,1.5032258064516129,1.755,5
10,19,12,RandomSampler,False,,31.0,,0.0,5
10,28,13,PathIntegralAnnealingSampler,True,76.2,62.0,1.229032258064516,1.728,5
10,28,13,RandomSampler,False,,62.0,,0.0,5
10,22,14,PathIntegralAnnealingSampler,True,52.6,40.0,1.315,1.769,5
10,22,14,RandomSampler,False,,40.0,,0.0,5
10,25,15,PathIntegralAnnealingSampler,True,71.2,50.0,1.4240000000000002,1.744,5
10,25,15,RandomSampler,False,,50.0,,0.0,5
10,23,16,PathIntegralAnnealingSampler,True,59.8,43.0,1.3906976744186046,1.76,5
10,23,16,RandomSampler,False,,43.0,,0.0,5
10,25,17,PathIntegralAnnealingSampler,True,64.2,50.0,1.284,1.745,5
10,25,17,RandomSampler,False,,50.0,,0.0,5
10,20,18,PathIntegralAnnealingSampler,True,43.8,34.0,1.288235294117647,1.756,5
10,20,18,RandomSampler,False,,34.0,,0.0,5
10,23,19,PathIntegralAnnealingSampler,True,54.6,43.0,1.2697674418604652,1.857,5
10,23,19,RandomSampler,False,,43.0,,0.0,5
10,17,20,PathIntegralAnnealingSampler,True,38.0,28.0,1.3571428571428572,1.802,5
10,17,20,RandomSampler,False,,28.0,,0.0,5
10,24,21,PathIntegralAnnealingSampler,True,61.0,46.0,1.326086956521739,1.929,5
10,24,21,RandomSampler,False,,46.0,,0.0,5
10,23,22,PathIntegralAnnealingSampler,True,58.0,43.0,1.3488372093023255,1.753,5
10,23,22,RandomSampler,False,,43.0,,0.0,5
10,25,23,PathIntegralAnnealingSampler,True,68.4,50.0,1.368,1.799,5
10,25,23,RandomSampler,False,,50.0,,0.0,5
10,24,24,PathIntegralAnnealingSampler,True,58.2,46.0,1.2652173913043478,1.848,5
10,24,24,RandomSampler,False,,46.0,,0.0,5
10,18,25,PathIntegralAnnealingSampler,True,39.6,29.0,1.3655172413793104,1.776,5
10,18,25,RandomSampler,False,,29.0,,0.0,5
10,21,26,PathIntegralAnnealingSampler,True,43.6,37.0,1.1783783783783783,1.74,5
10,21,26,RandomSampler,False,,37.0,,0.0,5
10,22,27,PathIntegralAnnealingSampler,True,51.8,40.0,1.295,1.732,5
10,22,27,RandomSampler,False,,40.0,,0.0,5
10,21,28,PathIntegralAnnealingSampler,True,50.4,37.0,1.362162162162162,1.747,5
10,21,28,RandomSampler,False,,37.0,,0.0,5
10,19,29,PathIntegralAnnealingSampler,True,46.6,33.0,1.412121212121212,1.759,5
10,19,29,RandomSampler,False,,33.0,,0.0,5
10,27,30,PathIntegralAnnealingSampler,True,74.2,58.0,1.2793103448275862,1.768,5
10,27,30,RandomSampler,False,,58.0,,0.0,5
10,18,31,PathIntegralAnnealingSampler,True,35.0,29.0,1.206896551724138,1.784,5
10,18,31,RandomSampler,False,,29.0,,0.0,5
10,20,32,PathIntegralAnnealingSampler,True,47.2,35.0,1.3485714285714288,1.798,5
10,20,32,RandomSampler,False,,35.0,,0.0,5
10,25,33,PathIntegralAnnealingSampler,True,65.2,50.0,1.304,1.787,5
10,25,33,RandomSampler,False,,50.0,,0.0,5
10,21,34,PathIntegralAnnealingSampler,True,54.2,37.0,1.464864864864865,1.795,5
10,21,34,RandomSampler,False,,37.0,,0.0,5
10,22,35,PathIntegralAnnealingSampler,True,50.6,40.0,1.2650000000000001,1.732,5
10,22,35,RandomSampler,False,,40.0,,0.0,5
10,21,36,PathIntegralAnnealingSampler,True,51.2,37.0,1.3837837837837839,1.743,5
10,21,36,RandomSampler,False,,37.0,,0.0,5
10,26,37,PathIntegralAnnealingSampler,True,69.8,54.0,1.2925925925925925,1.765,5
10,26,37,RandomSampler,False,,54.0,,0.0,5
10,21,38,PathIntegralAnnealingSampler,True,50.4,37.0,1.362162162162162,1.764,5
10,21,38,RandomSampler,False,,37.0,,0.0,5
10,18,39,PathIntegralAnnealingSampler,True,42.8,30.0,1.4266666666666665,1.789,5
10,18,39,RandomSampler,False,,30.0,,0.0,5
10,24,40,PathIntegralAnnealingSampler,True,62.0,46.0,1.3478260869565217,1.722,5
10,24,40,RandomSampler,False,,46.0,,0.0,5
