n,m,graph_id,solver,feasible,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds
5,5,0,PathIntegralAnnealingSampler,True,6.0,6.0,1.0,0.728,5
5,5,0,RandomSampler,False,,6.0,,0.0,5
5,5,1,PathIntegralAnnealingSampler,True,6.0,6.0,1.0,0.7,5
5,5,1,RandomSampler,False,,6.0,,0.0,5
5,4,2,PathIntegralAnnealingSampler,True,4.0,4.0,1.0,0.851,5
5,4,2,RandomSampler,False,,4.0,,0.0,5
5,7,3,PathIntegralAnnealingSampler,True,10.0,10.0,1.0,0.613,5
5,7,3,RandomSampler,False,,10.0,,0.0,5
5,5,4,PathIntegralAnnealingSampler,True,7.0,6.0,1.1666666666666667,0.615,5
5,5,4,RandomSampler,False,,6.0,,0.0,5
5,8,5,PathIntegralAnnealingSampler,True,14.0,13.0,1.0769230769230769,0.614,5
5,8,5,RandomSampler,False,,13.0,,0.0,5
5,4,6,PathIntegralAnnealingSampler,True,5.0,4.5,1.1111111111111112,0.745,5
5,4,6,RandomSampler,False,,4.5,,0.0,5
5,6,7,PathIntegralAnnealingSampler,True,10.0,9.0,1.1111111111111112,0.723,5
5,6,7,RandomSampler,False,,9.0,,0.0,5
5,6,8,PathIntegralAnnealingSampler,True,9.0,9.0,1.0,0.703,5
5,6,8,RandomSampler,False,,9.0,,0.0,5
5,6,9,PathIntegralAnnealingSampler,True,9.0,8.0,1.125,0.617,5
5,6,9,RandomSampler,False,,8.0,,0.0,5
5,5,10,PathIntegralAnnealingSampler,True,7.0,7.0,1.0,0.705,5
5,5,10,RandomSampler,False,,7.0,,0.0,5
5,6,11,PathIntegralAnnealingSampler,True,8.0,8.0,1.0,0.702,5
5,6,11,RandomSampler,False,,8.0,,0.0,5
5,7,12,PathIntegralAnnealingSampler,True,12.0,11.0,1.0909090909090908,0.706,5
5,7,12,RandomSampler,False,,11.0,,0.0,5
5,5,13,PathIntegralAnnealingSampler,True,8.0,8.0,1.0,0.845,5
5,5,13,RandomSampler,False,,8.0,,0.0,5
5,7,14,PathIntegralAnnealingSampler,True,11.0,10.0,1.1,0.614,5
5,7,14,RandomSampler,False,,10.0,,0.0,5
5,8,15,PathIntegralAnnealingSampler,True,13.0,13.0,1.0,0.612,5
5,8,15,RandomSampler,False,,13.0,,0.0,5
5,6,16,PathIntegralAnnealingSampler,True,8.0,8.0,1.0,0.617,5
5,6,16,RandomSampler,False,,8.0,,0.0,5
5,7,17,PathIntegralAnnealingSampler,True,12.0,10.0,1.2,0.633,5
5,7,17,RandomSampler,False,,10.0,,0.0,5
5,9,18,PathIntegralAnnealingSampler,True,16.0,16.0,1.0,0.622,5
5,9,18,RandomSampler,False,,16.0,,0.0,5
5,10,19,PathIntegralAnnealingSampler,True,20.0,20.0,1.0,0.626,5
5,10,19,RandomSampler,False,,20.0,,0.0,5
5,4,20,PathIntegralAnnealingSampler,True,6.0,5.0,1.2,0.614,5
5,4,20,RandomSampler,False,,5.0,,0.0,5
10,26,0,PathIntegralAnnealingSampler,True,67.6,54.000000000000014,1.2518518518518513,3.056,5
10,26,0,RandomSampler,False,,54.000000000000014,,0.0,5
10,27,1,PathIntegralAnnealingSampler,True,75.2,58.000000000000014,1.2965517241379307,2.936,5
10,27,1,RandomSampler,False,,58.000000000000014,,0.0,5
10,14,2,PathIntegralAnnealingSampler,True,22.0,21.0,1.0476190476190477,3.47,5
10,14,2,RandomSampler,False,,21.0,,0.0,5
10,20,3,PathIntegralAnnealingSampler,True,46.4,35.0,1.3257142857142856,2.916,5
10,20,3,RandomSampler,False,,35.0,,0.0,5
